ID,T1,Year,Sensations,Manipulations,Stimuli,Grounding Methods,Stimulating Methods,Source to Mechanical Mechanism,Simple to Complex Mechanism,web,Meeting name,TITLE
73,gallo2015flexible,2015,Hardness,NA,Whole proximate objects,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators,https://link.springer.com/article/10.1007/s11012-015-0270-5#citeas,Soft Mechatronics,"A flexible multimodal tactile display for delivering shape and material information

Source: SENSORS AND ACTUATORS A-PHYSICAL 236: 180-189

Date: 2015 

Document Type: Journal :  

DOI: 10.1016/j.Sna.2015.10.048

Language:  

LCR: 0   CR: 20   LCS: 1   GCS: 21   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics; Wearable; Multimodal; Flexible; Tactile display

KeyWords Plus:  

Abstract: The growing complexity of telemanipulation tasks calls for increased realism and intuitiveness of the interaction between the user and the master control. Humans perceive multiple haptic features of an object such as its stiffness, temperature, and shape, and rely on this multimodal information to achieve dexterous manipulation. However, to date, remote manipulators rarely provide haptic information to the operator. Moreover, current multimodal displays are often too rigid and bulky to be integrated into the manipulator. Thus, to improve the quality of teleoperation, there is a high demand for flexible devices that are capable of matching the skins curvature while delivering multimodal haptic information to the operator. In this paper, we present a flexible tactile display delivering tactile and thermal stimuli to the users skin. We propose a hybrid electromagnetic-pneumatic actuation to operate a 2 x 2 array of tactile cells. Each cell provides a repetitive stimulation with a force and an indentation that are above the human perception threshold for the finger, palm, and forearm. In addition, the temperature of the displays surface is controlled using a Peltier element attached to an air-cooled heatsink. By providing a reproducible cooling gradient, our display simulates common materials encountered in the daily environment. User study results show that (1) the tactile stimulation is perceived well and (2) the identification rates of objects simulated with the display were comparable to those obtained with real objects. Unlike previous devices, the thermal stimulation is delivered while the display is in constant contact with the users skin, a necessary requirement for teleoperation. These results demonstrate the potential of our device as a promising tactile display for providing haptic feedback in teleoperation. (C) 2015 Elsevier B.V. All rights reserved. 
"
73,gallo2015flexible,2015,Shape,NA,Whole proximate objects,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201700880,Advanced Materials,"A flexible multimodal tactile display for delivering shape and material information

Source: SENSORS AND ACTUATORS A-PHYSICAL 236: 180-189

Date: 2015 

Document Type: Journal :  

DOI: 10.1016/j.Sna.2015.10.048

Language:  

LCR: 0   CR: 20   LCS: 1   GCS: 21   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics; Wearable; Multimodal; Flexible; Tactile display

KeyWords Plus:  

Abstract: The growing complexity of telemanipulation tasks calls for increased realism and intuitiveness of the interaction between the user and the master control. Humans perceive multiple haptic features of an object such as its stiffness, temperature, and shape, and rely on this multimodal information to achieve dexterous manipulation. However, to date, remote manipulators rarely provide haptic information to the operator. Moreover, current multimodal displays are often too rigid and bulky to be integrated into the manipulator. Thus, to improve the quality of teleoperation, there is a high demand for flexible devices that are capable of matching the skins curvature while delivering multimodal haptic information to the operator. In this paper, we present a flexible tactile display delivering tactile and thermal stimuli to the users skin. We propose a hybrid electromagnetic-pneumatic actuation to operate a 2 x 2 array of tactile cells. Each cell provides a repetitive stimulation with a force and an indentation that are above the human perception threshold for the finger, palm, and forearm. In addition, the temperature of the displays surface is controlled using a Peltier element attached to an air-cooled heatsink. By providing a reproducible cooling gradient, our display simulates common materials encountered in the daily environment. User study results show that (1) the tactile stimulation is perceived well and (2) the identification rates of objects simulated with the display were comparable to those obtained with real objects. Unlike previous devices, the thermal stimulation is delivered while the display is in constant contact with the users skin, a necessary requirement for teleoperation. These results demonstrate the potential of our device as a promising tactile display for providing haptic feedback in teleoperation. (C) 2015 Elsevier B.V. All rights reserved. 
"
73,gallo2015flexible,2015,Hardness,NA,Whole proximate objects,Grounding-on-one-body-part,Worn,Existing devices,Spatial distribution of simple actuators,https://link.springer.com/article/10.1007/s11012-015-0270-5#citeas,Soft Mechatronics,"A flexible multimodal tactile display for delivering shape and material information

Source: SENSORS AND ACTUATORS A-PHYSICAL 236: 180-189

Date: 2015 

Document Type: Journal :  

DOI: 10.1016/j.Sna.2015.10.048

Language:  

LCR: 0   CR: 20   LCS: 1   GCS: 21   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics; Wearable; Multimodal; Flexible; Tactile display

KeyWords Plus:  

Abstract: The growing complexity of telemanipulation tasks calls for increased realism and intuitiveness of the interaction between the user and the master control. Humans perceive multiple haptic features of an object such as its stiffness, temperature, and shape, and rely on this multimodal information to achieve dexterous manipulation. However, to date, remote manipulators rarely provide haptic information to the operator. Moreover, current multimodal displays are often too rigid and bulky to be integrated into the manipulator. Thus, to improve the quality of teleoperation, there is a high demand for flexible devices that are capable of matching the skins curvature while delivering multimodal haptic information to the operator. In this paper, we present a flexible tactile display delivering tactile and thermal stimuli to the users skin. We propose a hybrid electromagnetic-pneumatic actuation to operate a 2 x 2 array of tactile cells. Each cell provides a repetitive stimulation with a force and an indentation that are above the human perception threshold for the finger, palm, and forearm. In addition, the temperature of the displays surface is controlled using a Peltier element attached to an air-cooled heatsink. By providing a reproducible cooling gradient, our display simulates common materials encountered in the daily environment. User study results show that (1) the tactile stimulation is perceived well and (2) the identification rates of objects simulated with the display were comparable to those obtained with real objects. Unlike previous devices, the thermal stimulation is delivered while the display is in constant contact with the users skin, a necessary requirement for teleoperation. These results demonstrate the potential of our device as a promising tactile display for providing haptic feedback in teleoperation. (C) 2015 Elsevier B.V. All rights reserved. 
"
73,gallo2015flexible,2015,Shape,NA,Whole proximate objects,Grounding-on-one-body-part,Worn,Existing devices,Spatial distribution of simple actuators,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201700880,Advanced Materials,"A flexible multimodal tactile display for delivering shape and material information

Source: SENSORS AND ACTUATORS A-PHYSICAL 236: 180-189

Date: 2015 

Document Type: Journal :  

DOI: 10.1016/j.Sna.2015.10.048

Language:  

LCR: 0   CR: 20   LCS: 1   GCS: 21   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics; Wearable; Multimodal; Flexible; Tactile display

KeyWords Plus:  

Abstract: The growing complexity of telemanipulation tasks calls for increased realism and intuitiveness of the interaction between the user and the master control. Humans perceive multiple haptic features of an object such as its stiffness, temperature, and shape, and rely on this multimodal information to achieve dexterous manipulation. However, to date, remote manipulators rarely provide haptic information to the operator. Moreover, current multimodal displays are often too rigid and bulky to be integrated into the manipulator. Thus, to improve the quality of teleoperation, there is a high demand for flexible devices that are capable of matching the skins curvature while delivering multimodal haptic information to the operator. In this paper, we present a flexible tactile display delivering tactile and thermal stimuli to the users skin. We propose a hybrid electromagnetic-pneumatic actuation to operate a 2 x 2 array of tactile cells. Each cell provides a repetitive stimulation with a force and an indentation that are above the human perception threshold for the finger, palm, and forearm. In addition, the temperature of the displays surface is controlled using a Peltier element attached to an air-cooled heatsink. By providing a reproducible cooling gradient, our display simulates common materials encountered in the daily environment. User study results show that (1) the tactile stimulation is perceived well and (2) the identification rates of objects simulated with the display were comparable to those obtained with real objects. Unlike previous devices, the thermal stimulation is delivered while the display is in constant contact with the users skin, a necessary requirement for teleoperation. These results demonstrate the potential of our device as a promising tactile display for providing haptic feedback in teleoperation. (C) 2015 Elsevier B.V. All rights reserved. 
"
74,phung2015tactile,2015,NA,NA,Vibration,Grounding-on-one-body-part,Encountered,Electrostatic Mechs,NA,https://ieeexplore.ieee.org/abstract/document/8713412,IEEE/ASME Transactions on Mechatronics,"Tactile display with rigid coupling based on soft actuator
By:Phung, H (Hoa Phung)[ 1 ] ; Nguyen, CT (Canh Toan Nguyen)[ 1 ] ; Nguyen, TD (Tien Dat Nguyen)[ 1 ] ; Lee, C (Lee, Choonghan)[ 1 ] ; Kim, U (Kim, Uikyum)[ 1 ] ; Lee, D (Lee, Donghyouk)[ 1 ] ; Nam, JD (Nam, Jae-do)[ 2 ] ; Moon, H (Moon, Hyungpil)[ 1 ] ; Koo, JC (Koo, Ja Choon)[ 1 ] ; Choi, HR (Choi, Hyouk Ryeol)[ 1 ]

View Web of Science ResearcherID and ORCID
MECCANICA

Volume: 50 Issue: 11 Pages: 2825-2837
DOI: 10.1007/s11012-015-0270-5

Published:NOV 2015

Document Type:Article

View Journal Impact

Abstract
The tactile display is a device which physically stimulates the human skin to reproduce the feel of touch. This paper presents a novel tactile display device driven by a dielectric elastomer actuator. The device adopts an indirect actuation method by using a rigid coupling, which aims to avoid direct contact of the human skin with the actuator. The rigid coupling is made of silicone to transmit the movement of the actuator to the touch layer located on the top surface of the coupling and provides the feeling of softness on contact. The device produces displacement about 350-140 mu m at 0.3-10 Hz, which meets frequency requirements for simulating the Merkel cells as well as Meissner corpuscle. The force to simulate the fingertips can be exerted over 44 mN. This work describes its design, analysis and fabrication method in details with its experimental evaluations."
74,phung2015tactile,2015,NA,NA,Force/deformations on the skin,Grounding-on-one-body-part,Encountered,Electrostatic Mechs,NA,https://doi.org/10.1145/2702123.2702569,ACM CHI,"Tactile display with rigid coupling based on soft actuator
By:Phung, H (Hoa Phung)[ 1 ] ; Nguyen, CT (Canh Toan Nguyen)[ 1 ] ; Nguyen, TD (Tien Dat Nguyen)[ 1 ] ; Lee, C (Lee, Choonghan)[ 1 ] ; Kim, U (Kim, Uikyum)[ 1 ] ; Lee, D (Lee, Donghyouk)[ 1 ] ; Nam, JD (Nam, Jae-do)[ 2 ] ; Moon, H (Moon, Hyungpil)[ 1 ] ; Koo, JC (Koo, Ja Choon)[ 1 ] ; Choi, HR (Choi, Hyouk Ryeol)[ 1 ]

View Web of Science ResearcherID and ORCID
MECCANICA

Volume: 50 Issue: 11 Pages: 2825-2837
DOI: 10.1007/s11012-015-0270-5

Published:NOV 2015

Document Type:Article

View Journal Impact

Abstract
The tactile display is a device which physically stimulates the human skin to reproduce the feel of touch. This paper presents a novel tactile display device driven by a dielectric elastomer actuator. The device adopts an indirect actuation method by using a rigid coupling, which aims to avoid direct contact of the human skin with the actuator. The rigid coupling is made of silicone to transmit the movement of the actuator to the touch layer located on the top surface of the coupling and provides the feeling of softness on contact. The device produces displacement about 350-140 mu m at 0.3-10 Hz, which meets frequency requirements for simulating the Merkel cells as well as Meissner corpuscle. The force to simulate the fingertips can be exerted over 44 mN. This work describes its design, analysis and fabrication method in details with its experimental evaluations."
75,marette2017flexible,2017,NA,NA,Partial proximate objects,Grounding-on-one-body-part,Encountered,Electrostatic Mechs,Spatial distribution of simple actuators,https://doi.org/10.1145/3313831.3376655,ACM CHI,"Flexible Zinc-Tin Oxide Thin Film Transistors Operating at 1 kV for Integrated Switching of Dielectric Elastomer Actuators Arrays

Source: ADVANCED MATERIALS 29: 1

Date: 2017 

Document Type: Journal :  

DOI: 10.1002/adma.201700880

Language:  

LCR: 0   CR: 32   LCS: 0   GCS: 36   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: amorphous metal oxides; dielectric elastomer actuators; flexible electronics; haptic displays; thin film transistors

KeyWords Plus:  

Abstract: Flexible high-voltage thin-film transistors (HVTFTs) operating at more than 1 kV are integrated with compliant dielectric elastomer actuators (DEA) to create a flexible array of 16 independent actuators. To allow for high-voltage operation, the HVTFT implements a zinc-tin oxide channel, a thick dielectric stack, and an offset gate. At a source-drain bias of 1 kV, the HVTFT has a 20 mu A on-current at a gate voltage bias of 30 V. Their electrical characteristics enable the switching of DEAs which require drive voltages of over 1 kV, making control of an array simpler in comparison to the use of external high-voltage switching. These HVTFTs are integrated in a flexible haptic display consisting of a 4 x 4 matrix of DEAs and HVTFTs. Using a single 1.4 kV supply, each DEA is independently switched by its associated HVTFT, requiring only a 30 V gate voltage for full DEA deflection. The 4 x 4 display operates well even when bent to a 5 mm radius of curvature. By enabling DEA switching at low voltages, flexible metal-oxide HVTFTs enable complex flexible systems with dozens to hundreds of independent DEAs for applications in haptics, Braille displays, and soft robotics. 
"
76,chen2019development,2019,NA,NA,Partial proximate objects,"Ungrounding (handheld,portable)",Encountered,Electromagnetic Mechs,NA,https://doi.org/10.1145/3173574.3174024,ACM CHI,Development of a Multidirectional Controlled Small-Scale Spherical MR Actuator for Haptic Applications
77,vazquez20153d,2015,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Existing devices,NA,https://doi.org/10.1145/3294109.3295622,ACM TEI,3D Printing Pneumatic Device Controls with Variable Activation Force Capabilities
78,chang2020kirigami,2020,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Structural-flexibility-based Mechs,Modularization,https://dl.acm.org/doi/10.1145/3313831.3376655,ACM CHI,
79,kato2018double,2018,Fine roughness,Lateral motion,NA,Grounding-on-one-body-part,Worn,Electrostatic Mechs,NA,https://doi.org/10.1145/3290605.3300470,ACM CHI,Double-Sided Printed Tactile Display with Electro Stimuli and Electrostatic Forces and Its Assessment
80,zheng2019mechamagnets,2019,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Magnetic force,Modularization,"Mechamagnets | Proceedings of the Thirteenth International Conference on Tangible, Embedded, and Embodied Interaction (acm.org)",ACM UIST,
81,ogata2015fluxpaper,2015,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Magnetic force,NA,FluxPaper | Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,ACM CHI,
82,yasu2019magnetact,2019,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Magnetic force,Modularization,,ACM CHI,
83,ogata2018magneto,2018,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Magnetic force,Spatial distribution of simple actuators,,ACM CHI,
84,yasu2017magnetic,2017,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Magnetic force,NA,,ACM UIST,
85,yasu2020magnelayer,2020,Mechanical Mechs,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Magnetic force,Spatial distribution of simple actuators,,ACM UIST,
86,mcintosh2019magnetips,2019,Abstracted,NA,Force/movements across joints,Grounding-on-multiple-body-parts,Worn,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-off-body,Grasped,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-off-body,Grasped,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/fullHtml/10.1145/3472749.3474781,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3472749.3474772,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://www.sciencedirect.com/science/article/abs/pii/S0925400515008461,Sensors and Actuators B: Chemical,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-off-body,Grasped,Material-flexibility-based Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Material-flexibility-based Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Material-flexibility-based Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-off-body,Grasped,Material-flexibility-based Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Material-flexibility-based Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Function test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Material-flexibility-based Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-off-body,Grasped,Material-flexibility-based Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Material-flexibility-based Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Material-flexibility-based Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-off-body,Grasped,Material-flexibility-based Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/fullHtml/10.1145/3472749.3474781,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,"Ungrounding (handheld,portable)",Grasped,Material-flexibility-based Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://dl.acm.org/doi/10.1145/3472749.3474772,ACM UIST,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
87,wei2020elastilinks,2020,Force/motion,Part motion test,Whole proximate objects,Grounding-on-multiple-body-parts,Grasped,Material-flexibility-based Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://www.sciencedirect.com/science/article/abs/pii/S0925400515008461,Sensors and Actuators B: Chemical,ElastiLinks: Force Feedback between VR Controllers with Dynamic Points of Application of Force
88,chu2021motionring,2021,Haptic effects,Function test,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST,"MotionRing: Creating Illusory Tactile Motion
around the Head using 360¡ã Vibrotactile Headbands Shao-Yu"
89,dementyev2021vhp,2021,Fine roughness,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST,VHP: Vibrotactile Haptics Platform for On-body Applications
90,ganet2015haptic,2015,NA,NA,Vibration,NA,NA,Electrostatic Mechs,Spatial distribution of simple actuators,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST,"Haptic feedback using an all-organic electroactive polymer composite

Source: SENSORS AND ACTUATORS B-CHEMICAL 220: 1120-1130

Date: 2015 

Document Type: Journal :  

DOI: 10.1016/j.snb.2015.06.071

Language:  

LCR: 0   CR: 27   LCS: 0   GCS: 18   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Electroactive polymer; All organic composite; Organic electronic; Haptic device

KeyWords Plus:  

Abstract: The development of mobile haptics and multimodal designs has been strongly limited by the lack of enabling actuator technologies. This paper presents the properties of an electrostrive actuator technology for haptic feedback. By carefully tailoring material properties and actuator designing which can be integrating in devices, this technology should provide a realistic possibility of haptic design with considerable latitude. Haptic characteristics are described and realized and their impact on haptic design is discussed. (C) 2015 Elsevier B.V. All rights reserved.
"
91,kovacs2020haptic,2020,Haptic effects,Unsupported holding,Whole proximate objects,Grounding-on-multiple-body-parts,Encountered,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST,Haptic PIVOT: On-Demand Handhelds in VR
91,kovacs2020haptic,2020,Haptic effects,NA,Whole proximate objects,Grounding-on-multiple-body-parts,Encountered,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST,Haptic PIVOT: On-Demand Handhelds in VR
91,kovacs2020haptic,2020,Mass,Unsupported holding,Whole proximate objects,Grounding-on-multiple-body-parts,Encountered,Electromagnetic Mechs,NA,https://doi.org/10.1145/3266037.3266082,ACM UIST,Haptic PIVOT: On-Demand Handhelds in VR
91,kovacs2020haptic,2020,Mass,NA,Whole proximate objects,Grounding-on-multiple-body-parts,Encountered,Electromagnetic Mechs,NA,https://doi.org/10.1145/3313831.3376512,ACM CHI,Haptic PIVOT: On-Demand Handhelds in VR
91,kovacs2020haptic,2020,Haptic effects,Enclosure,Whole proximate objects,Grounding-on-multiple-body-parts,Encountered,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST,Haptic PIVOT: On-Demand Handhelds in VR
91,kovacs2020haptic,2020,Mass,Enclosure,Whole proximate objects,Grounding-on-multiple-body-parts,Encountered,Electromagnetic Mechs,NA,https://doi.org/10.1145/3266037.3266082,ACM UIST,Haptic PIVOT: On-Demand Handhelds in VR
92,klamka2018pushables,2018,Mechanical Mechs,Pressure,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Material-flexibility-based Mechs,NA,,ACM CHI,
93,preechayasomboon2020chasm,2020,Abstracted,Pressure,Vibration,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://doi.org/10.1145/3313831.3376292,ACM CHI,Chasm: A Screw Based Expressive Compact Haptic Actuator
93,preechayasomboon2020chasm,2020,Abstracted,Pressure,Force/deformations on the skin,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://doi.org/10.1145/2858036.2858481,ACM CHI,Chasm: A Screw Based Expressive Compact Haptic Actuator
94,rietzler2017vair,2017,NA,NA,NA,Grounding-on-one-body-part,Worn,Existing devices,Spatial distribution of simple actuators,https://ieeexplore.ieee.org/document/7565473,IEEE ACCESS,VaiR: Simulating 3D Airflows in Virtual Reality
95,wang2020miniature,2020,NA,NA,Partial proximate objects,Grounding-off-body,Encountered,Electromagnetic Mechs,NA,https://doi.org/10.1145/3321335.3324939,ACM PerDis,Miniature Haptics: Experiencing Haptic Feedback through Hand-Based and Embodied Avatars
95,wang2020miniature,2020,NA,NA,Partial proximate objects,Grounding-off-body,Encountered,Existing devices,NA,https://doi.org/10.1145/3321335.3324939,ACM PerDis,Miniature Haptics: Experiencing Haptic Feedback through Hand-Based and Embodied Avatars
96,makino2016haptoclone,2016,Abstracted,Static contact,Vibration,Grounding-off-body,Encountered,Existing devices,NA,https://ieeexplore.ieee.org/document/8633421,IEEE Transactions on Haptics,"HaptoClone (Haptic-Optical Clone) for Mutual Tele-Environment by Real-time 3D Image Transfer with Midair Force Feedback

Source: 34TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2016 0: 1980-1990

Date: 2016 

Document Type: Journal :  

DOI: 10.1145/2858036.2858481

Language:  

LCR: 0   CR: 22   LCS: 5   GCS: 22   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: 3D interaction; Tactile display; Telexistence; Mutual communication

KeyWords Plus:  

Abstract: In this paper, we propose a novel interactive system that mutually copies adjacent 3D environments optically and physically. The system realizes mutual user interactions through haptics without wearing any devices. A realistic volumetric image is displayed using a pair of micro-mirror array plates (MMAPs). The MMAP transmissively reflects the rays from an object, and a pair of them reconstructs the floating aerial image of the object. Our system can optically copy adjacent environments based on this technology. Haptic feedback is also given by using an airborne ultrasound tactile display (AUTD). Converged ultrasound can give force feedback in midair. Based on the optical characteristics of the MMAPs, the cloned image and the user share an identical coordinate system. When a user touches the transferred clone image, the system gives force feedback so that the user can feel the mechanical contact and reality of the floating image. 
"
