ID,Name,Title,Paper link,Year,Venue,Sensations,Manipulations,Stimuli,Grounding Methods,Stimulating Methods,Source to Mechanical Mechanisms,Simple to Complex Mechanisms
112,park2019soft,Soft Haptic Actuator Based on Knitted PVC Gel Fabric,"@ARTICLE{8725948,  author={W. {Park} and E. {Shin} and Y. {Yoo} and S. {Choi} and S. {Kim}},  journal={IEEE Transactions on Industrial Electronics},   title={Soft Haptic Actuator Based on Knitted PVC Gel Fabric},   year={2020},  volume={67},  number={1},  pages={677-685}, url={https://ieeexplore.ieee.org/document/8725948 }}
",2020,IEEE Transactions on Industrial Electronics,NA,NA,Partial proximate objects,NA,NA,Electrostatic Mechs,NA
113,barreiros2018fluidic,Fluidic Elastomer Actuators for Haptic Interactions in Virtual Reality,https://ieeexplore.ieee.org/abstract/document/8581471?casa_token=jPWHsrkkq4sAAAAA:GDrZFbowCBHztVE9KKcFh4t-la4XtcCVWNZQpiOsBXk2_4UfQ8zoIcriJq3rbq8ezVTa4TAK9DY,2019,IEEE Robotics and Automation Letters,Shape,NA,Whole proximate objects,NA,Encountered,Existing devices,Fluidic Mechs
114,mohiuddin2015flexible,Flexible cellulose acetate/graphene blueprints for vibrotactile actuator,"@article{mohiuddin2015flexible,
  title={Flexible cellulose acetate/graphene blueprints for vibrotactile actuator},
  author={Mohiuddin, Md and Sadasivuni, Kishor Kumar and Mun, Seongcheol and Kim, Jaehwan},
  journal={RSC Advances},
  volume={5},
  number={43},
  pages={34432--34438},
  year={2015},
  publisher={Royal Society of Chemistry}
}",2015,RSC Advances,NA,NA,Vibration,NA,NA,Electrostatic Mechs,
115,yoon2019hapsense,HapSense: A Soft Haptic I/O Device with Uninterrupted Dual Functionalities of Force Sensing and Vibrotactile Actuation,https://doi.org/10.1145/3332165.3347888,2019,ACM UIST,NA,NA,Vibration,NA,NA,Electrostatic Mechs,NA
116,jun2018electroactive,An Electroactive and Transparent Haptic Interface Utilizing Soft Elastomer Actuators with Silver Nanowire Electrodes,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.201801603,2018,Small,Fine roughness,Lateral motion,Partial proximate objects,NA,Encountered,Electrostatic Mechs,NA
117,huppert2021guidecopter,"GuideCopter - A Precise Drone-Based Haptic Guidance Interface,for Blind or Visually Impaired People",https://dl.acm.org/doi/10.1145/3411764.3445676,2021,ACM CHI,Abstracted,NA,Force/movements across joints,Moving-off-body,Worn,Existing devices,NA
118,zhao2020wearable,A Wearable Soft Haptic Communicator Based on Dielectric Elastomer Actuators,"@article{zhao2020wearable,
  title={A Wearable Soft Haptic Communicator Based on Dielectric Elastomer Actuators},
  author={Zhao, Huichan and Hussain, Aftab M and Israr, Ali and Vogt, Daniel M and Duduta, Mihai and Clarke, David R and Wood, Robert J},
  journal={Soft Robotics},
  year={2020},
  publisher={Mary Ann Liebert, Inc., publishers 140 Huguenot Street, 3rd Floor New~…}
  url={https://www.liebertpub.com/doi/10.1089/soro.2019.0113#:~:text=22-,Dielectric%20elastomer%20actuators%20exhibit%20an%20unusual%20combination%20of%20large%20displacements,bandwidth%2C%20and%20low%20power%20consumption.&text=In%20addition%2C%20their%20material%20properties,actuators%20attractive%20for%20haptic%20devices. }
}",2020,Soft Robotics,NA,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Electrostatic Mechs,Spatial distribution of simple actuators
119,roy2017electroionic,Electroionic Antagonistic Muscles Based on Nitrogen-Doped Carbons Derived from Poly(Triazine-Triptycene),https://onlinelibrary.wiley.com/doi/full/10.1002/advs.201700410,2017,Advanced Science,NA,NA,Partial proximate objects,NA,NA,Electrostatic Mechs,NA
120,kanik2019strain,Strain-programmable fiber-based artificial muscle,https://science.sciencemag.org/content/365/6449/145,2019,Science,NA,NA,Partial proximate objects,NA,NA,NA,NA
121,kim2015high,High-Fidelity Bioelectronic Muscular Actuator Based on Graphene-Mediated and TEMPO-Oxidized Bacterial Cellulose,"@article{kim2015high,
  title={High-fidelity bioelectronic muscular actuator based on graphene-mediated and TEMPO-Oxidized bacterial cellulose},
  author={Kim, Si-Seup and Jeon, Jin-Han and Kim, Hyun-Il and Kee, Chang Doo and Oh, Il-Kwon},
  journal={Advanced Functional Materials},
  volume={25},
  number={23},
  pages={3560--3570},
  year={2015},
  publisher={Wiley Online Library},
  url={https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.201500673}
} ",2015,Advanced Functional Materials,NA,NA,Partial proximate objects,NA,NA,Electrostatic Mechs,NA
122,wang2016soft,"A soft biomolecule actuator based on a highly functionalized bacterial cellulose nano-fiber network with carboxylic acid groups
","@article{C5SM00707K,
abstract = {Upcoming human-related applications such as soft wearable electronics{\{},{\}} flexible haptic systems{\{},{\}} and active bio-medical devices will require bio-friendly actuating materials. Here{\{},{\}} we report a soft biomolecule actuator based on carboxylated bacterial cellulose (CBC){\{},{\}} ionic liquid (IL){\{},{\}} and poly (3{\{},{\}}4-ethylenedioxythiophene)–poly(styrenesulfonate) (PEDOT:PSS) electrodes. Soft and biocompatible polymer–IL composites were prepared via doping of CBC with ILs. The highly conductive PEDOT:PSS layers were deposited on both sides of the CBC–IL membranes by a dip-coating technique to yield a sandwiched actuator system. Ionic conductivity and ionic exchange capacity of the CBC membrane can be increased up to 22.8 times and 1.5 times compared with pristine bacterial cellulose (BC){\{},{\}} respectively{\{},{\}} resulting in 8 times large bending deformation than the pure BC actuators with metallic electrodes in an open air environment. The developed CBC–IL actuators show significant progress in the development of biocompatible and soft actuating materials with quick response{\{},{\}} low operating voltage and comparatively large bending deformation.},
author = {Wang, Fan and Jeon, Jin-Han and Park, Sukho and Kee, Chang-Doo and Kim, Seong-Jun and Oh, Il-Kwon},
doi = {10.1039/C5SM00707K},
journal = {Soft Matter},
number = {1},
pages = {246--254},
publisher = {The Royal Society of Chemistry},
title = {{A soft biomolecule actuator based on a highly functionalized bacterial cellulose nano-fiber network with carboxylic acid groups}},
url = {http://dx.doi.org/10.1039/C5SM00707K },
volume = {12},
year = {2016}
}
",2016,Soft Matter,NA,NA,Force/deformations on the skin,NA,NA,Electrostatic Mechs,NA
123,carpenter2019healable,Healable thermoplastic for kinesthetic feedback in wearable haptic devices,"@article{carpenter2019healable,
  title={Healable thermoplastic for kinesthetic feedback in wearable haptic devices},
  author={Carpenter, Cody W and Tan, Siew Ting Melissa and Keef, Colin and Skelil, Kyle and Malinao, Marigold and Rodriquez, Daniel and Alkhadra, Mohammad A and Ram{\'\i}rez, Julian and Lipomi, Darren J},
  journal={Sensors and Actuators A: Physical},
  volume={288},
  pages={79--85},
  year={2019},
  publisher={Elsevier}
}
https://www.sciencedirect.com/science/article/pii/S0924424718318636?casa_token=XkzhAeOSLrkAAAAA:BHdT8v0tq5FpwK4rHW64el4U3nDTA_oPZlIMmfOPp0LwesJZ_ZlkdAalix-SXl1y9PGBWi7z_Zx5",2019,Sensors and Actuators A: Physical,NA,NA,Force/movements across joints,Grounding-on-multiple-body-parts,Worn,Phase transformation materials,NA
124,besse2017flexible,"Flexible Active Skin: Large Reconfigurable Arrays of Individually Addressed Shape Memory Polymer Actuators
","@article{besse2017flexible,
  title={Flexible active skin: large reconfigurable arrays of individually addressed Shape memory polymer actuators},
  author={Besse, Nadine and Rosset, Samuel and Zarate, Juan Jose and Shea, Herbert},
  journal={Advanced Materials Technologies},
  volume={2},
  number={10},
  pages={1700102},
  year={2017},
  publisher={Wiley Online Library},
  url={https://onlinelibrary.wiley.com/doi/abs/10.1002/admt.201700102 }
}",2017,Advanced Materials Technologies,NA,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Shape memory materials,Spatial distribution of simple actuators
125,hwang2017design,On the design of a miniature haptic ring for cutaneous force feedback using Shape memory alloy actuators,"@article{hwang2017design,
  title={On the design of a miniature haptic ring for cutaneous force feedback using Shape memory alloy actuators},
  author={Hwang, Donghyun and Lee, Jaemin and Kim, Keehoon},
  journal={Smart Materials and Structures},
  volume={26},
  number={10},
  pages={105002},
  year={2017},
  publisher={IOP Publishing},
  url={https://iopscience.iop.org/article/10.1088/1361-665X/aa860d/pdf?casa_token=S0VXV4jH1XEAAAAA:zTqo8iZ4nWDq0q7iWnyE-lKScPdtqDuCKUfOiLjc5Id15NiMA46e5rwdChpM44OJ1nsgiXF38hWihjVuYpJF4Q}} ",2017,Smart Materials and Structures,NA,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Shape memory materials,NA
126,shultz2015surface,Surface Haptics via Electroadhesion: Expanding Electrovibration with Johnsen and Rahbek,"@INPROCEEDINGS{7177691,  author={C. D. {Shultz} and M. A. {Peshkin} and J. E. {Colgate}},  booktitle={2015 IEEE World Haptics Conference (WHC)},   title={Surface haptics via electroadhesion: Expanding electrovibration with Johnsen and Rahbek},   year={2015},  volume={},  number={},  pages={57-62},}",2015,IEEE WHC,NA,NA,Whole proximate objects,NA,NA,Electrostatic Mechs,NA
127,gong2018jetto,Jetto: Using Lateral Force Feedback for Smartwatch Interactions,"@inproceedings{10.1145/3173574.3174000,
author = {Gong, Jun and Huang, Da-Yuan and Seyed, Teddy and Lin, Te and Hou, Tao and Liu, Xin and Yang, Molin and Yang, Boyu and Zhang, Yuhan and Yang, Xing-Dong},
title = {Jetto: Using Lateral Force Feedback for Smartwatch Interactions},
year = {2018},
isbn = {9781450356206},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3173574.3174000 },
doi = {10.1145/3173574.3174000},
booktitle = {Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems},
pages = {1–14},
numpages = {14},
keywords = {wearable haptics, haptic display, smartwatch},
location = {Montreal QC, Canada},
series = {CHI ’18}
}
  ",2018,ACM CHI,Abstracted,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Existing devices,NA
128,pinskier2018development,Development of a 4-DOF haptic micromanipulator utilizing a hybrid parallel-serial flexure mechanis,"@article{pinskier2018development,
  title={Development of a 4-DOF haptic micromanipulator utilizing a hybrid parallel-serial flexure mechanism},
  author={Pinskier, Joshua and Shirinzadeh, Bijan and Clark, Leon and Qin, Yanding},
  journal={Mechatronics},
  volume={50},
  pages={55--68},
  year={2018},
  publisher={Elsevier}
}",2018,Mechatronics,NA,NA,Force/movements across joints,Grounding-off-body,Grasped,Piezoelectric actuators,Mechanical structures (multiple 1 Dof to a multi-Dof)
129,najmaei2015design,Design and Performance Evaluation of a Prototype MRF-Based Haptic Interface for Medical Applications,"@ARTICLE{7101278,  author={N. {Najmaei} and A. {Asadian} and M. R. {Kermani} and R. V. {Patel}},  journal={IEEE/ASME Transactions on Mechatronics},   title={Design and Performance Evaluation of a Prototype MRF-Based Haptic Interface for Medical Applications},   year={2016},  volume={21},  number={1},  pages={110-121},}",2016,IEEE/ASME Transactions on Mechatronics,NA,NA,Force/movements across joints,Grounding-off-body,Grasped,Rheological materials,Mechanical structures (multiple 1 Dof to a multi-Dof)
130,rizzo2015displaying,Displaying Shape Haptically Using MRF-based Device,"@INPROCEEDINGS{7318573,  author={R. {Rizzo} and A. {Musolino} and M. {Tucci} and L. A. {Jones}},  booktitle={2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)},   title={Displaying Shape haptically using MRF-based device},   year={2015},  volume={},  number={},  pages={1164-1167}, url={https://ieeexplore.ieee.org/document/7318573 }}",2015,IEEE Engineering in Medicine and Biology Society,NA,NA,Partial proximate objects,NA,NA,Rheological materials,NA
131,nakagaki2016materiable,Materiable: Rendering Dynamic Material Properties in Response to Direct Physical Touch with Shape Changing Interfaces,"@inproceedings{10.1145/2858036.2858104,
author = {Nakagaki, Ken and Vink, Luke and Counts, Jared and Windham, Daniel and Leithinger, Daniel and Follmer, Sean and Ishii, Hiroshi},
title = {Materiable: Rendering Dynamic Material Properties in Response to Direct Physical Touch with Shape Changing Interfaces},
year = {2016},
isbn = {9781450333627},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2858036.2858104},
doi = {10.1145/2858036.2858104},
abstract = {Shape changing interfaces give physical Shapes to digital data so that users can feel and manipulate data with their hands and bodies. However, physical objects in our daily life not only have Shape but also various material properties. In this paper, we propose an interaction technique to represent material properties using Shape changing interfaces. Specifically, by integrating the multi-modal sensation techniques of haptics, our approach builds a perceptive model for the properties of deformable materials in response to direct manipulation. As a proof-of-concept prototype, we developed preliminary physics algorithms running on pin-based Shape displays. The system can create computationally variable properties of deformable materials that are visually and physically perceivable. In our experiments, users identify three deformable material properties (flexibility, elasticity and viscosity) through direct touch interaction with the Shape display and its dynamic movements. In this paper, we describe interaction techniques, our implementation, future applications and evaluation on how users differentiate between specific properties of our system. Our research shows that Shape changing interfaces can go beyond simply displaying Shape allowing for rich embodied interaction and perceptions of rendered materials with the hands and body.},
booktitle = {Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems},
pages = {2764–2772},
numpages = {9},
keywords = {pin-based Shape display, Shape changing interface, physics simulation, rendered material properties},
location = {San Jose, California, USA},
series = {CHI '16}
}",2016,ACM CHI,"Shape, Hardness",NA,Partial proximate objects,Grounding-off-body,Encountered,Material-flexibility-based Mechs,Spatial distribution of simple actuators
132,strohmeier2017generating,Generating Haptic Textures with a Vibrotactile Actuator,"@inproceedings{10.1145/3025453.3025812,
author = {Strohmeier, Paul and Hornb\ae{}k, Kasper},
title = {Generating Haptic Textures with a Vibrotactile Actuator},
year = {2017},
isbn = {9781450346559},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3025453.3025812},
doi = {10.1145/3025453.3025812},
abstract = {Vibrotactile actuation is mainly used to deliver buzzing sensations. But if vibrotactile actuation is tightly coupled to users' actions, it can be used to create much richer haptic experiences. It is not well understood, however, how this coupling should be done or which vibrotactile parameters create which experiences. To investigate how actuation parameters relate to haptic experiences, we built a physical slider with minimal native friction, a vibrotactile actuator and an integrated position sensor. By vibrating the slider as it is moved, we create an experience of texture between the sliding element and its track. We conducted a magnitude estimation experiment to map how granularity, amplitude and timbre relate to the experiences of roughness, adhesiveness, sharpness and bumpiness. We found that amplitude influences the strength of the perceived texture, while variations in granularity and timbre create distinct experiences. Our study underlines the importance of action in haptic perception and suggests strategies for deploying such tightly coupled feedback in everyday devices.},
booktitle = {Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems},
pages = {4994–5005},
numpages = {12},
keywords = {haptic feedback, magnitude estimation, texture perception},
location = {Denver, Colorado, USA},
series = {CHI '17}
}",2017,ACM CHI,Fine roughness,Lateral motion,Vibration,NA,Encountered,Electromagnetic Mechs,NA
133,sahoo2016tablehop,TableHop: An Actuated Fabric Display Using Transparent Electrodes,"@inproceedings{10.1145/2858036.2858544,
author = {Sahoo, Deepak Ranjan and Hornb\ae{}k, Kasper and Subramanian, Sriram},
title = {TableHop: An Actuated Fabric Display Using Transparent Electrodes},
year = {2016},
isbn = {9781450333627},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2858036.2858544 },
doi = {10.1145/2858036.2858544},
abstract = {We present TableHop, a tabletop display that provides controlled self-actuated deformation and vibro-tactile feedback to an elastic fabric surface while retaining the ability for high-resolution visual projection. The surface is made of a highly stretchable pure spandex fabric that is electrostatically actuated using electrodes mounted on its top or underside. It uses transparent indium tin oxide electrodes and high-voltage modulation to create controlled surface deformations. Our setup actuates pixels and creates deformations in the fabric up to +/- 5 mm. Since the electrodes are transparent, the fabric surface functions as a diffuser for rear-projected visual images, and avoid occlusion by users or actuators. Users can touch and interact with the fabric to experience expressive interactions as with any fabric based Shape-changing interface. By using frequency modulation in the high-voltage circuit, it can also create localized tactile sensations on the user's fingertip when touching the surface. We provide simulation and experimental results for the Shape of the deformation and frequency of the vibration of the surface. These results can be used to build prototypes of different sizes and form-factors. We present a working prototype of TableHop that has 30x40 cm2 surface area and uses a grid of 3x3 transparent electrodes. It uses a maximum of 9.46 mW and can create tactile vibrations of up to 20 Hz. TableHop can be scaled to make large interactive surfaces and integrated with other objects and devices. TableHop will improve user interaction experience on 2.5D deformable displays.},
booktitle = {Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems},
pages = {3767–3780},
numpages = {14},
keywords = {human-computer interaction, actuated surfaces, electrostatic actuation, actuated tangible interfaces, haptic feedback, Shape-changing displays, deformable displays},
location = {San Jose, California, USA},
series = {CHI '16}
}",2016,ACM CHI,Fine roughness,Lateral motion,Partial proximate objects,Grounding-off-body,Encountered,Electrostatic Mechs,Spatial distribution of simple actuators
134,strohmeier2016reflex,ReFlex: A Flexible Smartphone with Active Haptic Feedback for Bend Input,https://doi.org/10.1145/2839462.2839494,2016,ACM TEI,Force/motion,NA,Whole proximate objects,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Electromagnetic Mechs,NA
135,mazursky2020compact,A compact and compliant electrorheological actuator for generating a wide range of haptic sensations,"@article{mazursky2020compact,
  title={A compact and compliant electrorheological actuator for generating a wide range of haptic sensations},
  author={Mazursky, Alex and Koo, Jeong-Hoi and Yang, Tae-Heon},
  journal={Smart Materials and Structures},
  volume={29},
  number={5},
  pages={055028},
  year={2020},
  publisher={IOP Publishing},
  url={https://ui.adsabs.harvard.edu/abs/2020SMaS...29e5028M/abstract }
}",2020,Smart Materials and Structures,NA,NA,Force/deformations on the skin,NA,NA,Rheological materials,NA
136,mintchev2019portable,A portable three-degrees-of-freedom force feedback origami robot for human–robot interactions,https://www.nature.com/articles/s41586-019-1687-0?ref=mainstreem-dotcom/,2019,Nature,NA,NA,Force/movements across joints,"Ungrounding (handheld,portable) (handheld,portable)",Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof)
137,yu2019skin,Skin-integrated wireless haptic interfaces for virtual and augmented reality,https://www.nature.com/articles/s41586-019-1687-0?ref=mainstreem-dotcom/,2019,Nature,NA,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators
138,badshah2012gyrotab,GyroTab: a handheld device that provides reactive torque feedbacka,https://dl.acm.org/doi/10.1145/2207676.2208731,2012,ACM CHI,Abstracted,NA,Force/movements across joints,"Ungrounding (handheld,portable) (handheld,portable)",Grasped,Existing devices,NA
138.1,benko2016normaltouch,NormalTouch and TextureTouch: High-fidelity 3D Haptic Shape Rendering on Handheld Virtual Reality Controllers,https://doi.org/10.1145/2984511.2984526,2016,ACM UIST,"Shape,Fine roughness",Static contact,Partial proximate objects,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Electromagnetic Mechs,"Mechanical structures (multiple 1 Dof to a multi-Dof),Spatial distribution of simple actuators of simple actuators"
139,wilson2014perception,Perception of ultrasonic haptic feedback on the hand: localisation and apparent motion,https://dl.acm.org/doi/10.1145/2556288.2557033,2014,ACM CHI,Abstracted,NA,Vibration,Grounding-off-body,Encountered,Existing devices,NA
140,portolesdiez2021novel,A Novel Method for Surface Exploration by 6-DOF Encountered-Type Haptic Display Towards Virtual Palpation,https://ieeexplore.ieee.org/document/9381693,2021,IEEE Transactions on Haptics,"Hardness,Macro roughness",Lateral motion,"Force/deformations on the skin, Force/movements across joints",Grounding-off-body,Grasped,Electromagnetic Mechs,NA
141,wang2020position,A Position-Control Based Approach to Haptic Rendering of Stiff Objects,https://ieeexplore.ieee.org/abstract/document/9293394,2020,IEEE Transactions on Haptics,Hardness,Pressure,Force/movements across joints,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof)
142,macgavin2021protactile,A Protactile-Inspired Wearable Haptic Device for Capturing the Core Functions of CommunicationA,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9417720,2021,IEEE Transactions on Haptics,Abstracted,NA,"Vibration, Force/deformations on the skin",Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators
144,shabani2021haptic,Haptic vs. Visual Neurofeedback for Brain Training: A Proof-of-Concept Study,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9423549,2021,IEEE Transactions on Haptics,Abstracted,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,NA
145,daunizeau2021phononic,Phononic Crystals Applied to Localised Surface Haptics,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9400743,2021,IEEE Transactions on Haptics,Fine roughness,Lateral motion,Vibration,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Piezoelectric actuators,NA
146,abe2021remote,Remote Friction Reduction on Resonant Film Surface by Airborne Ultrasound,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9416825,2021,IEEE Transactions on Haptics,Fine roughness,Lateral motion,Vibration,Grounding-off-body,Encountered,Existing devices,NA
147,bhatia2021soma,"Soma-noti: Delivering Notifications Through Under-clothing
Wearables",https://dl.acm.org/doi/abs/10.1145/3411764.3445123,2021,ACM CHI,Abstracted,NA,"Vibration, Force/deformations on the skin",Grounding-on-one-body-part,Worn,NA,NA
148,kawazoe2021tactile,Tactile Echoes: Multisensory Augmented Reality for the Hand,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9442315,2021,IEEE Transactions on Haptics,Abstracted,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,NA
149,feick2021visuo,Visuo-haptic Illusions for Linear Translation and Stretching using Physical Proxies in Virtual Reality,https://dl.acm.org/doi/abs/10.1145/3411764.3445456,2021,ACM CHI,Force/motion,Part motion test ,Whole proximate objects,NA,Encountered,Electromagnetic Mechs,NA
150,hachisu2014vacuumtouch,VacuumTouch: attractive force feedback interface for haptic interactive surface using air suction,https://dl.acm.org/doi/10.1145/2556288.2557252,2014,ACM CHI,Abstracted,Static contact,Force/deformations on the skin,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Existing devices,NA
151,doucette2013effects,The effects of tactile feedback and movement alteration on interaction and awareness with digital embodiments,https://dl.acm.org/doi/10.1145/2470654.2466250,2013,ACM CHI,Abstracted,NA,Vibration,"Ungrounding (handheld,portable) (handheld,portable)",Worn,Electromagnetic Mechs,NA
152,hoggan2012pressages,Pressages: augmenting phone calls with non-verbal messages,https://dl.acm.org/doi/10.1145/2380116.2380185,2012,ACM CHI,Abstracted,NA,Vibration,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Existing devices,NA
153,tam2013design,The design and field observation of a haptic notification system for timing awareness during oral presentations,https://dl.acm.org/doi/10.1145/2470654.2466223,2013,ACM CHI,Abstracted,NA,Vibration,"Ungrounding (handheld,portable) (handheld,portable)",Worn,Electromagnetic Mechs,NA
154,park2013roles,The roles of touch during phone conversations: long-distance couples' use of POKE in their homes,https://dl.acm.org/doi/10.1145/2470654.2466222,2013,ACM CHI,Abstracted,NA,Partial proximate objects,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Existing devices,NA
155,monnai2014haptomime,HaptoMime: mid-air haptic interaction with a floating virtual screen,https://dl.acm.org/doi/10.1145/2642918.2647407,2014,ACM CHI,Abstracted,NA,Force/deformations on the skin,Grounding-off-body,Encountered,Existing devices,NA
156,nakagawa2012mimictile,MimicTile: a variable stiffness deformable user interface for mobile devices,https://dl.acm.org/doi/10.1145/2207676.2207782,2012,ACM CHI,Abstracted,NA,Whole proximate objects,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Shape memory materials,NA
157,lee2012funneling,Funneling and saltation effects for tactile interaction with virtual objects,https://dl.acm.org/doi/10.1145/2207676.2208729,2012,ACM CHI,Abstracted,NA,Vibration,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Electromagnetic Mechs,NA
158,prasad2014haptimoto,HaptiMoto: turn-by-turn haptic route guidance interface for motorcyclists,https://dl.acm.org/doi/10.1145/2556288.2557404,2014,ACM CHI,Abstracted,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators
159,mullenbach2014exploring,Exploring affective communication through variable-friction surface haptics,https://dl.acm.org/doi/10.1145/2556288.2557343,2014,ACM CHI,Fine roughness,Lateral motion,Vibration,"Ungrounding (handheld,portable) (handheld,portable)",Encountered,Electromagnetic Mechs,Spatial distribution of simple actuators
160,heo2019pseudobend,"PseudoBend: Producing Haptic Illusions of Stretching, Bending, and Twisting Using Grain Vibrations",https://dl.acm.org/doi/10.1145/3332165.3347941,2019,ACM UIST,Mechanical Mechs,Part motion test ,Vibration,"Ungrounding (handheld,portable) (handheld,portable)",Grasped,Electromagnetic Mechs,NA
161,yoshida2020pocopo,inFORCE: Bi-directional ‘Force’ Shape Display For Haptic Interaction,https://doi.org/10.1145/3313831.3376358,2019,ACM TEI,Macro roughness; Shape; Hardness,"Static contact,Pressure",Partial proximate objects,Grounding-off-body,Encountered,Electromagnetic Mechs,Spatial distribution of simple actuators
162,nakagaki2015lineform,"Lineform: Actuated curve interfaces for display, interaction, and constraint",https://dl.acm.org/doi/10.1145/2807442.2807452,2015,ACM UIST,"Shape, Abstracted","NA,Enclosure","Whole proximate objects, Force/deformations on the skin","Ungrounding (handheld,portable) (handheld,portable)","Worn, Encountered",Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof)
163,hamazaki2022NA,NA-induced Thermal Grill Illusion,https://ieeexplore.ieee.org/document/9765569,2022,IEEE HAPTICS,Haptic effects,NA,NA,Grounding-on-one-body-part,Worn,NA,NA
164,lu2021NA,NA Haptics: Rendering Haptic Sensations via Topical Stimulants,https://dl.acm.org/doi/abs/10.1145/3472749.3474747,2021,ACM UIST,Haptic effects,NA,NA,Grounding-on-one-body-part,Worn,NA,NA
165,jiang2021douleur,Douleur: creating pain sensation with NA stimulant to enhance user experience in virtual reality,https://dl.acm.org/doi/10.1145/3463527,2021,ACM IMWUT,Haptic effects,NA,NA,Grounding-on-one-body-part,Worn,NA,NA
166,strohmeier2020barefoot,bARefoot: Generating Virtual Materials Using Motion Coupled Vibration in Shoes,https://dl.acm.org/doi/10.1145/3379337.3415828,2020,ACM UIST,Hardness,"Lateral motion,Pressure
",Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,NA
